declarationId,senderReference,receiverReference,goodsCategoryCode,riskAssessmentCode,originCountry,declaredValue,weightKg
DEC-01533,SND-0062,RCV-0208,CAT-012,RISK-06,LT,56821.33,493.9
DEC-01534,SND-0079,RCV-0237,CAT-019,RISK-11,FI,56858.34,495.2
DEC-01535,SND-0096,RCV-0016,CAT-026,RISK-16,SE,56895.35,496.5
DEC-01536,SND-0113,RCV-0045,CAT-033,RISK-01,DE,56932.36,497.8
DEC-01537,SND-0130,RCV-0074,CAT-040,RISK-06,PL,56969.37,499.1
DEC-01538,SND-0147,RCV-0103,CAT-047,RISK-11,NL,57006.38,500.4
DEC-01539,SND-0164,RCV-0132,CAT-054,RISK-16,CN,57043.39,1.7
DEC-01540,SND-0181,RCV-0161,CAT-061,RISK-01,US,57080.40,3.0
DEC-01541,SND-0198,RCV-0190,CAT-068,RISK-06,EE,57117.41,4.3
DEC-01542,SND-0215,RCV-0219,CAT-075,RISK-11,LV,57154.42,5.6
DEC-01543,SND-0232,RCV-0248,CAT-002,RISK-16,LT,57191.43,6.9
DEC-01544,SND-0249,RCV-0027,CAT-009,RISK-01,FI,57228.44,8.2
DEC-01545,SND-0016,RCV-0056,CAT-016,RISK-06,SE,57265.45,9.5
DEC-01546,SND-0033,RCV-0085,CAT-023,RISK-11,DE,57302.46,10.8
DEC-01547,SND-0050,RCV-0114,CAT-030,RISK-16,PL,57339.47,12.1
DEC-01548,SND-0067,RCV-0143,CAT-037,RISK-01,NL,57376.48,13.4
DEC-01549,SND-0084,RCV-0172,CAT-044,RISK-06,CN,57413.49,14.7
DEC-01550,SND-0101,RCV-0201,CAT-051,RISK-11,US,57450.50,16.0
DEC-01551,SND-0118,RCV-0230,CAT-058,RISK-16,EE,57487.51,17.3
DEC-01552,SND-0135,RCV-0009,CAT-065,RISK-01,LV,57524.52,18.6
DEC-01553,SND-0152,RCV-0038,CAT-072,RISK-06,LT,57561.53,19.9
DEC-01554,SND-0169,RCV-0067,CAT-079,RISK-11,FI,57598.54,21.2
DEC-01555,SND-0186,RCV-0096,CAT-006,RISK-16,SE,57635.55,22.5
DEC-01556,SND-0203,RCV-0125,CAT-013,RISK-01,DE,57672.56,23.8
DEC-01557,SND-0220,RCV-0154,CAT-020,RISK-06,PL,57709.57,25.1
DEC-01558,SND-0237,RCV-0183,CAT-027,RISK-11,NL,57746.58,26.4
DEC-01559,SND-0004,RCV-0212,CAT-034,RISK-16,CN,57783.59,27.7
DEC-01560,SND-0021,RCV-0241,CAT-041,RISK-01,US,57820.60,29.0
DEC-01561,SND-0038,RCV-0020,CAT-048,RISK-06,EE,57857.61,30.3
DEC-01562,SND-0055,RCV-0049,CAT-055,RISK-11,LV,57894.62,31.6
DEC-01563,SND-0072,RCV-0078,CAT-062,RISK-16,LT,57931.63,32.9
DEC-01564,SND-0089,RCV-0107,CAT-069,RISK-01,FI,57968.64,34.2
DEC-01565,SND-0106,RCV-0136,CAT-076,RISK-06,SE,58005.65,35.5
DEC-01566,SND-0123,RCV-0165,CAT-003,RISK-11,DE,58042.66,36.8
DEC-01567,SND-0140,RCV-0194,CAT-010,RISK-16,PL,58079.67,38.1
DEC-01568,SND-0157,RCV-0223,CAT-017,RISK-01,NL,58116.68,39.4
DEC-01569,SND-0174,RCV-0002,CAT-024,RISK-06,CN,58153.69,40.7
DEC-01570,SND-0191,RCV-0031,CAT-031,RISK-11,US,58190.70,42.0
DEC-01571,SND-0208,RCV-0060,CAT-038,RISK-16,EE,58227.71,43.3
DEC-01572,SND-0225,RCV-0089,CAT-045,RISK-01,LV,58264.72,44.6
DEC-01573,SND-0242,RCV-0118,CAT-052,RISK-06,LT,58301.73,45.9
DEC-01574,SND-0009,RCV-0147,CAT-059,RISK-11,FI,58338.74,47.2
DEC-01575,SND-0026,RCV-0176,CAT-066,RISK-16,SE,58375.75,48.5
DEC-01576,SND-0043,RCV-0205,CAT-073,RISK-01,DE,58412.76,49.8
DEC-01577,SND-0060,RCV-0234,CAT-080,RISK-06,PL,58449.77,51.1
DEC-01578,SND-0077,RCV-0013,CAT-007,RISK-11,NL,58486.78,52.4
DEC-01579,SND-0094,RCV-0042,CAT-014,RISK-16,CN,58523.79,53.7
DEC-01580,SND-0111,RCV-0071,CAT-021,RISK-01,US,58560.80,55.0
DEC-01581,SND-0128,RCV-0100,CAT-028,RISK-06,EE,58597.81,56.3
DEC-01582,SND-0145,RCV-0129,CAT-035,RISK-11,LV,58634.82,57.6
DEC-01583,SND-0162,RCV-0158,CAT-042,RISK-16,LT,58671.83,58.9
DEC-01584,SND-0179,RCV-0187,CAT-049,RISK-01,FI,58708.84,60.2
DEC-01585,SND-0196,RCV-0216,CAT-056,RISK-06,SE,58745.85,61.5
DEC-01586,SND-0213,RCV-0245,CAT-063,RISK-11,DE,58782.86,62.8
DEC-01587,SND-0230,RCV-0024,CAT-070,RISK-16,PL,58819.87,64.1
DEC-01588,SND-0247,RCV-0053,CAT-077,RISK-01,NL,58856.88,65.4
DEC-01589,SND-0014,RCV-0082,CAT-004,RISK-06,CN,58893.89,66.7
DEC-01590,SND-0031,RCV-0111,CAT-011,RISK-11,US,58930.90,68.0
DEC-01591,SND-0048,RCV-0140,CAT-018,RISK-16,EE,58967.91,69.3
DEC-01592,SND-0065,RCV-0169,CAT-025,RISK-01,LV,59004.92,70.6
DEC-01593,SND-0082,RCV-0198,CAT-032,RISK-06,LT,59041.93,71.9
DEC-01594,SND-0099,RCV-0227,CAT-039,RISK-11,FI,59078.94,73.2
DEC-01595,SND-0116,RCV-0006,CAT-046,RISK-16,SE,59115.95,74.5
DEC-01596,SND-0133,RCV-0035,CAT-053,RISK-01,DE,59152.96,75.8
DEC-01597,SND-0150,RCV-0064,CAT-060,RISK-06,PL,59189.97,77.1
DEC-01598,SND-0167,RCV-0093,CAT-067,RISK-11,NL,59226.98,78.4
DEC-01599,SND-0184,RCV-0122,CAT-074,RISK-16,CN,59263.99,79.7
DEC-01600,SND-0201,RCV-0151,CAT-001,RISK-01,US,59300.00,81.0
DEC-01601,SND-0218,RCV-0180,CAT-008,RISK-06,EE,59337.01,82.3
DEC-01602,SND-0235,RCV-0209,CAT-015,RISK-11,LV,59374.02,83.6
DEC-01603,SND-0002,RCV-0238,CAT-022,RISK-16,LT,59411.03,84.9
DEC-01604,SND-0019,RCV-0017,CAT-029,RISK-01,FI,59448.04,86.2
DEC-01605,SND-0036,RCV-0046,CAT-036,RISK-06,SE,59485.05,87.5
DEC-01606,SND-0053,RCV-0075,CAT-043,RISK-11,DE,59522.06,88.8
DEC-01607,SND-0070,RCV-0104,CAT-050,RISK-16,PL,59559.07,90.1
DEC-01608,SND-0087,RCV-0133,CAT-057,RISK-01,NL,59596.08,91.4
DEC-01609,SND-0104,RCV-0162,CAT-064,RISK-06,CN,59633.09,92.7
DEC-01610,SND-0121,RCV-0191,CAT-071,RISK-11,US,59670.10,94.0
DEC-01611,SND-0138,RCV-0220,CAT-078,RISK-16,EE,59707.11,95.3
DEC-01612,SND-0155,RCV-0249,CAT-005,RISK-01,LV,59744.12,96.6
DEC-01613,SND-0172,RCV-0028,CAT-012,RISK-06,LT,59781.13,97.9
DEC-01614,SND-0189,RCV-0057,CAT-019,RISK-11,FI,59818.14,99.2
DEC-01615,SND-0206,RCV-0086,CAT-026,RISK-16,SE,59855.15,100.5
DEC-01616,SND-0223,RCV-0115,CAT-033,RISK-01,DE,59892.16,101.8
DEC-01617,SND-0240,RCV-0144,CAT-040,RISK-06,PL,59929.17,103.1
DEC-01618,SND-0007,RCV-0173,CAT-047,RISK-11,NL,59966.18,104.4
DEC-01619,SND-0024,RCV-0202,CAT-054,RISK-16,CN,60003.19,105.7
DEC-01620,SND-0041,RCV-0231,CAT-061,RISK-01,US,60040.20,107.0
DEC-01621,SND-0058,RCV-0010,CAT-068,RISK-06,EE,60077.21,108.3
DEC-01622,SND-0075,RCV-0039,CAT-075,RISK-11,LV,60114.22,109.6
DEC-01623,SND-0092,RCV-0068,CAT-002,RISK-16,LT,60151.23,110.9
DEC-01624,SND-0109,RCV-0097,CAT-009,RISK-01,FI,60188.24,112.2
DEC-01625,SND-0126,RCV-0126,CAT-016,RISK-06,SE,60225.25,113.5
DEC-01626,SND-0143,RCV-0155,CAT-023,RISK-11,DE,60262.26,114.8
DEC-01627,SND-0160,RCV-0184,CAT-030,RISK-16,PL,60299.27,116.1
DEC-01628,SND-0177,RCV-0213,CAT-037,RISK-01,NL,60336.28,117.4
DEC-01629,SND-0194,RCV-0242,CAT-044,RISK-06,CN,60373.29,118.7
DEC-01630,SND-0211,RCV-0021,CAT-051,RISK-11,US,60410.30,120.0
DEC-01631,SND-0228,RCV-0050,CAT-058,RISK-16,EE,60447.31,121.3
DEC-01632,SND-0245,RCV-0079,CAT-065,RISK-01,LV,60484.32,122.6
DEC-01633,SND-0012,RCV-0108,CAT-072,RISK-06,LT,60521.33,123.9
DEC-01634,SND-0029,RCV-0137,CAT-079,RISK-11,FI,60558.34,125.2
DEC-01635,SND-0046,RCV-0166,CAT-006,RISK-16,SE,60595.35,126.5
DEC-01636,SND-0063,RCV-0195,CAT-013,RISK-01,DE,60632.36,127.8
DEC-01637,SND-0080,RCV-0224,CAT-020,RISK-06,PL,60669.37,129.1
DEC-01638,SND-0097,RCV-0003,CAT-027,RISK-11,NL,60706.38,130.4
DEC-01639,SND-0114,RCV-0032,CAT-034,RISK-16,CN,60743.39,131.7
DEC-01640,SND-0131,RCV-0061,CAT-041,RISK-01,US,60780.40,133.0
DEC-01641,SND-0148,RCV-0090,CAT-048,RISK-06,EE,60817.41,134.3
DEC-01642,SND-0165,RCV-0119,CAT-055,RISK-11,LV,60854.42,135.6
DEC-01643,SND-0182,RCV-0148,CAT-062,RISK-16,LT,60891.43,136.9
DEC-01644,SND-0199,RCV-0177,CAT-069,RISK-01,FI,60928.44,138.2
DEC-01645,SND-0216,RCV-0206,CAT-076,RISK-06,SE,60965.45,139.5
DEC-01646,SND-0233,RCV-0235,CAT-003,RISK-11,DE,61002.46,140.8
DEC-01647,SND-0250,RCV-0014,CAT-010,RISK-16,PL,61039.47,142.1
DEC-01648,SND-0017,RCV-0043,CAT-017,RISK-01,NL,61076.48,143.4
DEC-01649,SND-0034,RCV-0072,CAT-024,RISK-06,CN,61113.49,144.7
DEC-01650,SND-0051,RCV-0101,CAT-031,RISK-11,US,61150.50,146.0
DEC-01651,SND-0068,RCV-0130,CAT-038,RISK-16,EE,61187.51,147.3
DEC-01652,SND-0085,RCV-0159,CAT-045,RISK-01,LV,61224.52,148.6
DEC-01653,SND-0102,RCV-0188,CAT-052,RISK-06,LT,61261.53,149.9
DEC-01654,SND-0119,RCV-0217,CAT-059,RISK-11,FI,61298.54,151.2
DEC-01655,SND-0136,RCV-0246,CAT-066,RISK-16,SE,61335.55,152.5
DEC-01656,SND-0153,RCV-0025,CAT-073,RISK-01,DE,61372.56,153.8
DEC-01657,SND-0170,RCV-0054,CAT-080,RISK-06,PL,61409.57,155.1
DEC-01658,SND-0187,RCV-0083,CAT-007,RISK-11,NL,61446.58,156.4
DEC-01659,SND-0204,RCV-0112,CAT-014,RISK-16,CN,61483.59,157.7
DEC-01660,SND-0221,RCV-0141,CAT-021,RISK-01,US,61520.60,159.0
DEC-01661,SND-0238,RCV-0170,CAT-028,RISK-06,EE,61557.61,160.3
DEC-01662,SND-0005,RCV-0199,CAT-035,RISK-11,LV,61594.62,161.6
DEC-01663,SND-0022,RCV-0228,CAT-042,RISK-16,LT,61631.63,162.9
DEC-01664,SND-0039,RCV-0007,CAT-049,RISK-01,FI,61668.64,164.2
DEC-01665,SND-0056,RCV-0036,CAT-056,RISK-06,SE,61705.65,165.5
DEC-01666,SND-0073,RCV-0065,CAT-063,RISK-11,DE,61742.66,166.8
DEC-01667,SND-0090,RCV-0094,CAT-070,RISK-16,PL,61779.67,168.1
DEC-01668,SND-0107,RCV-0123,CAT-077,RISK-01,NL,61816.68,169.4
DEC-01669,SND-0124,RCV-0152,CAT-004,RISK-06,CN,61853.69,170.7
DEC-01670,SND-0141,RCV-0181,CAT-011,RISK-11,US,61890.70,172.0
DEC-01671,SND-0158,RCV-0210,CAT-018,RISK-16,EE,61927.71,173.3
DEC-01672,SND-0175,RCV-0239,CAT-025,RISK-01,LV,61964.72,174.6
DEC-01673,SND-0192,RCV-0018,CAT-032,RISK-06,LT,62001.73,175.9
DEC-01674,SND-0209,RCV-0047,CAT-039,RISK-11,FI,62038.74,177.2
DEC-01675,SND-0226,RCV-0076,CAT-046,RISK-16,SE,62075.75,178.5
DEC-01676,SND-0243,RCV-0105,CAT-053,RISK-01,DE,62112.76,179.8
DEC-01677,SND-0010,RCV-0134,CAT-060,RISK-06,PL,62149.77,181.1
DEC-01678,SND-0027,RCV-0163,CAT-067,RISK-11,NL,62186.78,182.4
DEC-01679,SND-0044,RCV-0192,CAT-074,RISK-16,CN,62223.79,183.7
DEC-01680,SND-0061,RCV-0221,CAT-001,RISK-01,US,62260.80,185.0
DEC-01681,SND-0078,RCV-0250,CAT-008,RISK-06,EE,62297.81,186.3
DEC-01682,SND-0095,RCV-0029,CAT-015,RISK-11,LV,62334.82,187.6
DEC-01683,SND-0112,RCV-0058,CAT-022,RISK-16,LT,62371.83,188.9
DEC-01684,SND-0129,RCV-0087,CAT-029,RISK-01,FI,62408.84,190.2
DEC-01685,SND-0146,RCV-0116,CAT-036,RISK-06,SE,62445.85,191.5
DEC-01686,SND-0163,RCV-0145,CAT-043,RISK-11,DE,62482.86,192.8
DEC-01687,SND-0180,RCV-0174,CAT-050,RISK-16,PL,62519.87,194.1
DEC-01688,SND-0197,RCV-0203,CAT-057,RISK-01,NL,62556.88,195.4
DEC-01689,SND-0214,RCV-0232,CAT-064,RISK-06,CN,62593.89,196.7
DEC-01690,SND-0231,RCV-0011,CAT-071,RISK-11,US,62630.90,198.0
DEC-01691,SND-0248,RCV-0040,CAT-078,RISK-16,EE,62667.91,199.3
DEC-01692,SND-0015,RCV-0069,CAT-005,RISK-01,LV,62704.92,200.6
DEC-01693,SND-0032,RCV-0098,CAT-012,RISK-06,LT,62741.93,201.9
DEC-01694,SND-0049,RCV-0127,CAT-019,RISK-11,FI,62778.94,203.2
DEC-01695,SND-0066,RCV-0156,CAT-026,RISK-16,SE,62815.95,204.5
DEC-01696,SND-0083,RCV-0185,CAT-033,RISK-01,DE,62852.96,205.8
DEC-01697,SND-0100,RCV-0214,CAT-040,RISK-06,PL,62889.97,207.1
DEC-01698,SND-0117,RCV-0243,CAT-047,RISK-11,NL,62926.98,208.4
DEC-01699,SND-0134,RCV-0022,CAT-054,RISK-16,CN,62963.99,209.7
DEC-01700,SND-0151,RCV-0051,CAT-061,RISK-01,US,63000.00,211.0
DEC-01701,SND-0168,RCV-0080,CAT-068,RISK-06,EE,63037.01,212.3
DEC-01702,SND-0185,RCV-0109,CAT-075,RISK-11,LV,63074.02,213.6
DEC-01703,SND-0202,RCV-0138,CAT-002,RISK-16,LT,63111.03,214.9
DEC-01704,SND-0219,RCV-0167,CAT-009,RISK-01,FI,63148.04,216.2
DEC-01705,SND-0236,RCV-0196,CAT-016,RISK-06,SE,63185.05,217.5
DEC-01706,SND-0003,RCV-0225,CAT-023,RISK-11,DE,63222.06,218.8
DEC-01707,SND-0020,RCV-0004,CAT-030,RISK-16,PL,63259.07,220.1
DEC-01708,SND-0037,RCV-0033,CAT-037,RISK-01,NL,63296.08,221.4
DEC-01709,SND-0054,RCV-0062,CAT-044,RISK-06,CN,63333.09,222.7
DEC-01710,SND-0071,RCV-0091,CAT-051,RISK-11,US,63370.10,224.0
DEC-01711,SND-0088,RCV-0120,CAT-058,RISK-16,EE,63407.11,225.3
DEC-01712,SND-0105,RCV-0149,CAT-065,RISK-01,LV,63444.12,226.6
DEC-01713,SND-0122,RCV-0178,CAT-072,RISK-06,LT,63481.13,227.9
DEC-01714,SND-0139,RCV-0207,CAT-079,RISK-11,FI,63518.14,229.2
DEC-01715,SND-0156,RCV-0236,CAT-006,RISK-16,SE,63555.15,230.5
DEC-01716,SND-0173,RCV-0015,CAT-013,RISK-01,DE,63592.16,231.8
DEC-01717,SND-0190,RCV-0044,CAT-020,RISK-06,PL,63629.17,233.1
DEC-01718,SND-0207,RCV-0073,CAT-027,RISK-11,NL,63666.18,234.4
DEC-01719,SND-0224,RCV-0102,CAT-034,RISK-16,CN,63703.19,235.7
DEC-01720,SND-0241,RCV-0131,CAT-041,RISK-01,US,63740.20,237.0
DEC-01721,SND-0008,RCV-0160,CAT-048,RISK-06,EE,63777.21,238.3
DEC-01722,SND-0025,RCV-0189,CAT-055,RISK-11,LV,63814.22,239.6
DEC-01723,SND-0042,RCV-0218,CAT-062,RISK-16,LT,63851.23,240.9
DEC-01724,SND-0059,RCV-0247,CAT-069,RISK-01,FI,63888.24,242.2
DEC-01725,SND-0076,RCV-0026,CAT-076,RISK-06,SE,63925.25,243.5
DEC-01726,SND-0093,RCV-0055,CAT-003,RISK-11,DE,63962.26,244.8
DEC-01727,SND-0110,RCV-0084,CAT-010,RISK-16,PL,63999.27,246.1
DEC-01728,SND-0127,RCV-0113,CAT-017,RISK-01,NL,64036.28,247.4
DEC-01729,SND-0144,RCV-0142,CAT-024,RISK-06,CN,64073.29,248.7
DEC-01730,SND-0161,RCV-0171,CAT-031,RISK-11,US,64110.30,250.0
DEC-01731,SND-0178,RCV-0200,CAT-038,RISK-16,EE,64147.31,251.3
DEC-01732,SND-0195,RCV-0229,CAT-045,RISK-01,LV,64184.32,252.6
DEC-01733,SND-0212,RCV-0008,CAT-052,RISK-06,LT,64221.33,253.9
DEC-01734,SND-0229,RCV-0037,CAT-059,RISK-11,FI,64258.34,255.2
DEC-01735,SND-0246,RCV-0066,CAT-066,RISK-16,SE,64295.35,256.5
DEC-01736,SND-0013,RCV-0095,CAT-073,RISK-01,DE,64332.36,257.8
DEC-01737,SND-0030,RCV-0124,CAT-080,RISK-06,PL,64369.37,259.1
DEC-01738,SND-0047,RCV-0153,CAT-007,RISK-11,NL,64406.38,260.4
DEC-01739,SND-0064,RCV-0182,CAT-014,RISK-16,CN,64443.39,261.7
DEC-01740,SND-0081,RCV-0211,CAT-021,RISK-01,US,64480.40,263.0
DEC-01741,SND-0098,RCV-0240,CAT-028,RISK-06,EE,64517.41,264.3
DEC-01742,SND-0115,RCV-0019,CAT-035,RISK-11,LV,64554.42,265.6
DEC-01743,SND-0132,RCV-0048,CAT-042,RISK-16,LT,64591.43,266.9
DEC-01744,SND-0149,RCV-0077,CAT-049,RISK-01,FI,64628.44,268.2
DEC-01745,SND-0166,RCV-0106,CAT-056,RISK-06,SE,64665.45,269.5
DEC-01746,SND-0183,RCV-0135,CAT-063,RISK-11,DE,64702.46,270.8
DEC-01747,SND-0200,RCV-0164,CAT-070,RISK-16,PL,64739.47,272.1
DEC-01748,SND-0217,RCV-0193,CAT-077,RISK-01,NL,64776.48,273.4
DEC-01749,SND-0234,RCV-0222,CAT-004,RISK-06,CN,64813.49,274.7
DEC-01750,SND-0001,RCV-0001,CAT-011,RISK-11,US,64850.50,276.0
DEC-01751,SND-0018,RCV-0030,CAT-018,RISK-16,EE,64887.51,277.3
DEC-01752,SND-0035,RCV-0059,CAT-025,RISK-01,LV,64924.52,278.6
DEC-01753,SND-0052,RCV-0088,CAT-032,RISK-06,LT,64961.53,279.9
DEC-01754,SND-0069,RCV-0117,CAT-039,RISK-11,FI,64998.54,281.2
DEC-01755,SND-0086,RCV-0146,CAT-046,RISK-16,SE,65035.55,282.5
DEC-01756,SND-0103,RCV-0175,CAT-053,RISK-01,DE,65072.56,283.8
DEC-01757,SND-0120,RCV-0204,CAT-060,RISK-06,PL,65109.57,285.1
DEC-01758,SND-0137,RCV-0233,CAT-067,RISK-11,NL,65146.58,286.4
DEC-01759,SND-0154,RCV-0012,CAT-074,RISK-16,CN,65183.59,287.7
DEC-01760,SND-0171,RCV-0041,CAT-001,RISK-01,US,65220.60,289.0
DEC-01761,SND-0188,RCV-0070,CAT-008,RISK-06,EE,65257.61,290.3
DEC-01762,SND-0205,RCV-0099,CAT-015,RISK-11,LV,65294.62,291.6
DEC-01763,SND-0222,RCV-0128,CAT-022,RISK-16,LT,65331.63,292.9
DEC-01764,SND-0239,RCV-0157,CAT-029,RISK-01,FI,65368.64,294.2
DEC-01765,SND-0006,RCV-0186,CAT-036,RISK-06,SE,65405.65,295.5
DEC-01766,SND-0023,RCV-0215,CAT-043,RISK-11,DE,65442.66,296.8
DEC-01767,SND-0040,RCV-0244,CAT-050,RISK-16,PL,65479.67,298.1
DEC-01768,SND-0057,RCV-0023,CAT-057,RISK-01,NL,65516.68,299.4
DEC-01769,SND-0074,RCV-0052,CAT-064,RISK-06,CN,65553.69,300.7
DEC-01770,SND-0091,RCV-0081,CAT-071,RISK-11,US,65590.70,302.0
DEC-01771,SND-0108,RCV-0110,CAT-078,RISK-16,EE,65627.71,303.3
DEC-01772,SND-0125,RCV-0139,CAT-005,RISK-01,LV,65664.72,304.6
DEC-01773,SND-0142,RCV-0168,CAT-012,RISK-06,LT,65701.73,305.9
DEC-01774,SND-0159,RCV-0197,CAT-019,RISK-11,FI,65738.74,307.2
DEC-01775,SND-0176,RCV-0226,CAT-026,RISK-16,SE,65775.75,308.5
DEC-01776,SND-0193,RCV-0005,CAT-033,RISK-01,DE,65812.76,309.8
DEC-01777,SND-0210,RCV-0034,CAT-040,RISK-06,PL,65849.77,311.1
DEC-01778,SND-0227,RCV-0063,CAT-047,RISK-11,NL,65886.78,312.4
DEC-01779,SND-0244,RCV-0092,CAT-054,RISK-16,CN,65923.79,313.7
DEC-01780,SND-0011,RCV-0121,CAT-061,RISK-01,US,65960.80,315.0
DEC-01781,SND-0028,RCV-0150,CAT-068,RISK-06,EE,65997.81,316.3
DEC-01782,SND-0045,RCV-0179,CAT-075,RISK-11,LV,66034.82,317.6
DEC-01783,SND-0062,RCV-0208,CAT-002,RISK-16,LT,66071.83,318.9
DEC-01784,SND-0079,RCV-0237,CAT-009,RISK-01,FI,66108.84,320.2
DEC-01785,SND-0096,RCV-0016,CAT-016,RISK-06,SE,66145.85,321.5
DEC-01786,SND-0113,RCV-0045,CAT-023,RISK-11,DE,66182.86,322.8
DEC-01787,SND-0130,RCV-0074,CAT-030,RISK-16,PL,66219.87,324.1
DEC-01788,SND-0147,RCV-0103,CAT-037,RISK-01,NL,66256.88,325.4
DEC-01789,SND-0164,RCV-0132,CAT-044,RISK-06,CN,66293.89,326.7
DEC-01790,SND-0181,RCV-0161,CAT-051,RISK-11,US,66330.90,328.0
DEC-01791,SND-0198,RCV-0190,CAT-058,RISK-16,EE,66367.91,329.3
DEC-01792,SND-0215,RCV-0219,CAT-065,RISK-01,LV,66404.92,330.6
DEC-01793,SND-0232,RCV-0248,CAT-072,RISK-06,LT,66441.93,331.9
DEC-01794,SND-0249,RCV-0027,CAT-079,RISK-11,FI,66478.94,333.2
DEC-01795,SND-0016,RCV-0056,CAT-006,RISK-16,SE,66515.95,334.5
DEC-01796,SND-0033,RCV-0085,CAT-013,RISK-01,DE,66552.96,335.8
DEC-01797,SND-0050,RCV-0114,CAT-020,RISK-06,PL,66589.97,337.1
DEC-01798,SND-0067,RCV-0143,CAT-027,RISK-11,NL,66626.98,338.4
DEC-01799,SND-0084,RCV-0172,CAT-034,RISK-16,CN,66663.99,339.7
DEC-01800,SND-0101,RCV-0201,CAT-041,RISK-01,US,66700.00,341.0
DEC-01801,SND-0118,RCV-0230,CAT-048,RISK-06,EE,66737.01,342.3
DEC-01802,SND-0135,RCV-0009,CAT-055,RISK-11,LV,66774.02,343.6
DEC-01803,SND-0152,RCV-0038,CAT-062,RISK-16,LT,66811.03,344.9
DEC-01804,SND-0169,RCV-0067,CAT-069,RISK-01,FI,66848.04,346.2
DEC-01805,SND-0186,RCV-0096,CAT-076,RISK-06,SE,66885.05,347.5
DEC-01806,SND-0203,RCV-0125,CAT-003,RISK-11,DE,66922.06,348.8
DEC-01807,SND-0220,RCV-0154,CAT-010,RISK-16,PL,66959.07,350.1
DEC-01808,SND-0237,RCV-0183,CAT-017,RISK-01,NL,66996.08,351.4
DEC-01809,SND-0004,RCV-0212,CAT-024,RISK-06,CN,67033.09,352.7
DEC-01810,SND-0021,RCV-0241,CAT-031,RISK-11,US,67070.10,354.0
DEC-01811,SND-0038,RCV-0020,CAT-038,RISK-16,EE,67107.11,355.3
DEC-01812,SND-0055,RCV-0049,CAT-045,RISK-01,LV,67144.12,356.6
DEC-01813,SND-0072,RCV-0078,CAT-052,RISK-06,LT,67181.13,357.9
DEC-01814,SND-0089,RCV-0107,CAT-059,RISK-11,FI,67218.14,359.2
DEC-01815,SND-0106,RCV-0136,CAT-066,RISK-16,SE,67255.15,360.5
DEC-01816,SND-0123,RCV-0165,CAT-073,RISK-01,DE,67292.16,361.8
DEC-01817,SND-0140,RCV-0194,CAT-080,RISK-06,PL,67329.17,363.1
DEC-01818,SND-0157,RCV-0223,CAT-007,RISK-11,NL,67366.18,364.4
DEC-01819,SND-0174,RCV-0002,CAT-014,RISK-16,CN,67403.19,365.7
DEC-01820,SND-0191,RCV-0031,CAT-021,RISK-01,US,67440.20,367.0
DEC-01821,SND-0208,RCV-0060,CAT-028,RISK-06,EE,67477.21,368.3
DEC-01822,SND-0225,RCV-0089,CAT-035,RISK-11,LV,67514.22,369.6
DEC-01823,SND-0242,RCV-0118,CAT-042,RISK-16,LT,67551.23,370.9
DEC-01824,SND-0009,RCV-0147,CAT-049,RISK-01,FI,67588.24,372.2
DEC-01825,SND-0026,RCV-0176,CAT-056,RISK-06,SE,67625.25,373.5
DEC-01826,SND-0043,RCV-0205,CAT-063,RISK-11,DE,67662.26,374.8
DEC-01827,SND-0060,RCV-0234,CAT-070,RISK-16,PL,67699.27,376.1
DEC-01828,SND-0077,RCV-0013,CAT-077,RISK-01,NL,67736.28,377.4
DEC-01829,SND-0094,RCV-0042,CAT-004,RISK-06,CN,67773.29,378.7
DEC-01830,SND-0111,RCV-0071,CAT-011,RISK-11,US,67810.30,380.0
DEC-01831,SND-0128,RCV-0100,CAT-018,RISK-16,EE,67847.31,381.3
DEC-01832,SND-0145,RCV-0129,CAT-025,RISK-01,LV,67884.32,382.6
DEC-01833,SND-0162,RCV-0158,CAT-032,RISK-06,LT,67921.33,383.9
DEC-01834,SND-0179,RCV-0187,CAT-039,RISK-11,FI,67958.34,385.2
DEC-01835,SND-0196,RCV-0216,CAT-046,RISK-16,SE,67995.35,386.5
DEC-01836,SND-0213,RCV-0245,CAT-053,RISK-01,DE,68032.36,387.8
DEC-01837,SND-0230,RCV-0024,CAT-060,RISK-06,PL,68069.37,389.1
DEC-01838,SND-0247,RCV-0053,CAT-067,RISK-11,NL,68106.38,390.4
DEC-01839,SND-0014,RCV-0082,CAT-074,RISK-16,CN,68143.39,391.7
DEC-01840,SND-0031,RCV-0111,CAT-001,RISK-01,US,68180.40,393.0
DEC-01841,SND-0048,RCV-0140,CAT-008,RISK-06,EE,68217.41,394.3
DEC-01842,SND-0065,RCV-0169,CAT-015,RISK-11,LV,68254.42,395.6
DEC-01843,SND-0082,RCV-0198,CAT-022,RISK-16,LT,68291.43,396.9
DEC-01844,SND-0099,RCV-0227,CAT-029,RISK-01,FI,68328.44,398.2
DEC-01845,SND-0116,RCV-0006,CAT-036,RISK-06,SE,68365.45,399.5
DEC-01846,SND-0133,RCV-0035,CAT-043,RISK-11,DE,68402.46,400.8
DEC-01847,SND-0150,RCV-0064,CAT-050,RISK-16,PL,68439.47,402.1
DEC-01848,SND-0167,RCV-0093,CAT-057,RISK-01,NL,68476.48,403.4
DEC-01849,SND-0184,RCV-0122,CAT-064,RISK-06,CN,68513.49,404.7
